,Unnamed: 0,Star_name,Distance,Mass,Radius,Luminosity,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
57,57,Eta Carinae,"07,500",100,60–881,"5,000,000",BD-06 1339,b,bd-06 1339 b,Radial Velocity,0,2,3.8728,0.0004,-0.0004,0.0,0.0428,0.0007,-0.0007,0.0,0.0,0.0,,,,,0.027,0.004,-0.004,0.0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.28,0.02,-0.02,0,20.28,0.02,-0.02,0.0,9.7,0.009,0.0,V (Johnson),9.107,,0.0,4324.0,100.0,-100.0,0.0,0.7,,,0.0,,,,,2014-05-14,La Silla Observatory
58,58,Delta Cephei,0887,4.5,44.5,"2,000",BD-06 1339,c,bd-06 1339 c,Radial Velocity,0,2,125.94,0.44,-0.44,0.0,0.435,0.007,-0.007,0.0,0.31,0.0,,,,,0.17,0.03,-0.03,0.0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.28,0.02,-0.02,0,20.28,0.02,-0.02,0.0,9.7,0.009,0.0,V (Johnson),9.107,,0.0,4324.0,100.0,-100.0,0.0,0.7,,,0.0,,,,,2014-05-14,La Silla Observatory
59,59,Mu Cephei,"06,000",19.2,972,"135,000",BD-08 2823,b,bd-08 2823 b,Radial Velocity,0,2,5.6,0.02,-0.02,0.0,0.06,0.0,0.0,0.0,0.15,0.0,,,,,0.04,0.01,-0.01,0.0,Msini,,,,,,,,,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,41.38,0.07,-0.07,0,41.38,0.07,-0.07,0.0,9.88,0.043,0.0,V (Johnson),9.503,,0.0,4816.0,114.0,-114.0,0.0,0.5,0.26,-0.26,0.0,0.71,0.04,-0.04,0.0,2018-09-06,La Silla Observatory
60,60,Titawin,044.25,1.27,1.48,3.57,BD-08 2823,c,bd-08 2823 c,Radial Velocity,0,2,237.6,1.5,-1.5,0.0,0.68,0.02,-0.02,0.0,0.19,0.0,,,,,0.33,0.03,-0.03,0.0,Msini,,,,,,,,,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,41.38,0.07,-0.07,0,41.38,0.07,-0.07,0.0,9.88,0.043,0.0,V (Johnson),9.503,,0.0,4816.0,114.0,-114.0,0.0,0.5,0.26,-0.26,0.0,0.71,0.04,-0.04,0.0,2014-05-14,La Silla Observatory
61,61,Rho Cassiopeiae,"08,154",22,636-981,"347,000 - 530,000",BD-10 3166,b,bd-10 3166 b,Radial Velocity,0,1,3.48777,0.00011,-0.00011,0.0,0.04,0.0,0.0,0.0,0.02,0.0,,,,,0.59,0.07,-0.07,0.0,Msini,,,,,,,,,0,0,0,0,10h58m28.80s,164.620003,-10d46m13.4s,-10.770376,84.61,0.35,-0.35,0,84.61,0.35,-0.35,0.0,10.08,,0.0,V (Johnson),9.84,,0.0,5393.0,44.0,-44.0,0.0,1.47,0.24,-0.24,0.0,0.91,0.04,-0.04,0.0,2018-09-06,W. M. Keck Observatory
62,62,P Cygni,"05,545",30,76,"610,000",BD-11 4672,b,bd-11 4672 b,Radial Velocity,0,2,1634.0,13.0,-14.0,0.0,2.36,0.04,-0.04,0.0,0.05,0.0,,,,0.0,0.65,0.05,-0.06,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.3,,,0,27.19,0.03,-0.03,0.0,9.99,,0.0,V (Johnson),9.485,,0.0,4550.0,110.0,-110.0,0.0,0.65,0.03,-0.03,0.0,0.64,0.02,-0.02,0.0,2020-07-23,La Silla Observatory
63,63,La Superba,"01,000",,129 - 342,"2,472 - 5,800",BD-11 4672,c,bd-11 4672 c,Radial Velocity,0,2,74.2,0.06,-0.08,0.0,0.3,0.01,-0.01,0.0,0.4,0.0,,,,0.0,0.04836,0.00934,-0.00884,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.3,,,0,27.19,0.03,-0.03,0.0,9.99,,0.0,V (Johnson),9.485,,0.0,4550.0,110.0,-110.0,0.0,0.65,0.03,-0.03,0.0,0.64,0.02,-0.02,0.0,2020-07-23,Roque de los Muchachos Observatory
64,64,VV Cephei,"04,900",18.2,"516 - 1,050","200,000",BD-13 2130,b,bd-13 2130 b,Radial Velocity,0,1,714.29999,5.3,-5.3,0.0,1.66,0.12,-0.12,0.0,0.21,0.0,,,,,9.78,4.56,-4.56,0.0,Msini,,,,,,,,,0,0,0,0,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639,948.75,42.93,-42.93,0,948.75,42.93,-42.93,0.0,9.45,,0.0,V (Johnson),9.7,,0.0,4545.0,71.0,-71.0,0.0,2.12,1.47,-1.47,0.0,19.17,4.96,-4.96,0.0,2018-09-06,La Silla Observatory
65,65,61 Cygni,011.41,0.7,0.665,0.153,BD-17 63,b,bd-17 63 b,Radial Velocity,0,1,655.6,0.6,-0.6,0.0,1.34,0.02,-0.02,0.0,0.54,0.0,,,,,5.1,0.12,-0.12,0.0,Msini,,,,,,,,,0,0,0,0,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,34.49,0.09,-0.09,0,34.49,0.09,-0.09,0.0,9.566,0.024,0.0,V (Johnson),9.201,,0.0,4714.0,93.0,-93.0,0.0,0.74,0.03,-0.03,0.0,0.69,,,0.0,2014-05-14,La Silla Observatory
66,66,R Doradus,0178,0.7 - 1.0,298,"4,350",bet Cnc,b,bet cnc b,Radial Velocity,0,1,605.2,4.0,-4.0,0.0,1.7,0.1,-0.1,0.0,0.08,0.0,,,,,7.8,0.8,-0.8,0.0,Msini,,,,,,,,,0,0,0,0,08h16m30.92s,124.128838,+09d11m08.0s,9.185545,90.54,5.38,-5.38,0,90.54,5.38,-5.38,0.0,3.53,,0.0,V (Johnson),2.927,,0.0,4092.1,17.5,-17.5,0.0,1.7,0.1,-0.1,0.0,47.2,1.3,-1.3,0.0,2014-05-14,Bohyunsan Optical Astronomical Observatory
67,67,Polaris Australis,0281,1.59,3.74,38,bet Pic,b,bet pic b,Imaging,0,2,7665.0,7300.0,-730.0,0.0,9.1,5.3,-0.5,0.0,0.08,0.0,88.9,0.7,-0.7,0.0,,,,,,,,,,,,,,0,0,0,2,05h47m17.09s,86.821198,-51d03m59.4s,-51.066513,19.75,0.13,-0.13,0,19.75,0.13,-0.13,0.0,3.85,,0.0,V (Johnson),3.725,,0.0,,,,,1.76,0.18,-0.17,0.0,,,,,2015-08-13,Paranal Observatory
68,68,R Coronae Borealis,"04,566",0.85,85,"10,000",bet Pic,c,bet pic c,Radial Velocity,0,2,1200.0,,,0.0,2.7,,,0.0,0.24,0.0,90.0,,,0.0,9.0,,,0.0,Mass,,,,,,,,,0,0,0,0,05h47m17.09s,86.821198,-51d03m59.4s,-51.066513,19.75,0.13,-0.13,0,19.75,0.13,-0.13,0.0,3.85,,0.0,V (Johnson),3.725,,0.0,,,,,1.76,0.18,-0.17,0.0,,,,,2019-08-29,La Silla Observatory
69,69,54 Piscium,036.1,0.76,0.94,0.52,bet UMi,b,bet umi b,Radial Velocity,0,1,522.3,2.7,-2.7,0.0,1.4,0.1,-0.1,0.0,0.19,0.0,,,,,6.1,1.0,-1.0,0.0,Msini,,,,,,,,,0,0,0,0,14h50m42.33s,222.676361,+74d09m19.8s,74.155502,38.78,0.77,-0.8,0,,,,,2.08,,0.0,V (Johnson),,,,4126.0,25.0,-25.0,0.0,1.4,0.2,-0.2,0.0,38.3,1.1,-1.1,0.0,2014-05-14,Bohyunsan Optical Astronomical Observatory
70,70,Mira,0300,1.2,370,"9,000",CFBDSIR J145829+101343,b,cfbdsir j145829+101343 b,Imaging,0,1,10037.5,2737.5,-2737.5,0.0,2.6,0.3,-0.3,0.0,,,,,,,10.5,4.5,-4.5,0.0,Mass,,,,,,,,,0,0,0,1,14h58m29.00s,224.620833,+10d13m43.0s,10.228611,23.1,2.4,-2.4,0,,,,,,,,,,,,580.5,24.5,-24.5,0.0,0.02,0.01,-0.01,0.0,,,,,2014-05-14,W. M. Keck Observatory
71,71,RW Cephei,"014,000",13.9,"1,158","417,000",CHXR 73,b,chxr 73 b,Imaging,0,1,,,,,210.0,,,0.0,,,,,,,12.569,8.379,-5.237,0.0,Mass,,,,,,,,,0,0,0,0,11h06m28.77s,166.619893,-77d37m33.2s,-77.625877,191.05,6.42,-6.42,0,191.05,6.42,-6.42,0.0,,,,,17.293,,0.0,,,,,0.35,,,0.0,,,,,2014-05-14,Hubble Space Telescope
72,72,Lacaille 8760,012.87,0.6,0.51,0.072,CI Tau,b,ci tau b,Radial Velocity,0,1,8.9891,0.0202,-0.0202,0.0,,,,,0.25,0.0,50.5,6.3,-8.5,0.0,11.6,2.9,-2.7,0.0,Mass,,,,,,,,,0,0,0,0,04h33m52.01s,68.466728,+22d50m30.1s,22.841696,158.0,1.2,-1.2,0,158.71,1.19,-1.19,0.0,12.939,0.031,0.0,V (Johnson),12.145,,0.0,,,,,0.9,0.02,-0.02,0.0,,,,,2019-06-27,Multiple Observatories
73,73,V838 Monocerotis,"019,896",?,380 - 750,"15,000",CoRoT-1,b,corot-1 b,Transit,0,1,1.5089557,6.4e-06,-6.4e-06,0.0,,,,,0.0,0.0,85.1,0.5,-0.5,0.0,1.03,0.12,-0.12,0.0,Mass,1.49,0.08,-0.08,0.0,0.38,0.05,-0.05,0.0,0,0,0,0,06h48m19.17s,102.079885,-03d06m07.7s,-3.102147,805.31,24.33,-24.33,0,805.31,24.33,-24.33,0.0,13.6,,0.0,V (Johnson),13.457,,0.0,5950.0,150.0,-150.0,0.0,0.95,0.15,-0.15,0.0,1.11,0.05,-0.05,0.0,2014-05-14,CoRoT
74,74,HD 140283,0190,?,1.4,3.83,CoRoT-10,b,corot-10 b,Transit,0,1,13.2406,0.0002,-0.0002,0.0,0.1055,0.0021,-0.0021,0.0,0.53,0.0,88.55,0.2,-0.2,0.0,2.75,0.16,-0.16,0.0,Mass,0.97,0.07,-0.07,0.0,3.7,0.83,-0.83,0.0,0,0,0,0,19h24m15.29s,291.063708,+00d44m46.1s,0.746143,345.0,70.0,-70.0,0,341.65,4.03,-4.03,0.0,15.22,0.05,0.0,V (Johnson),14.665,,0.0,5075.0,75.0,-75.0,0.0,0.89,0.05,-0.05,0.0,0.79,0.05,-0.05,0.0,2014-05-14,CoRoT
75,75,II Pegasi,0130,0.8,3.4,1.06,CoRoT-11,b,corot-11 b,Transit,0,1,2.99433,1.1e-05,-1.1e-05,0.0,0.0436,0.005,-0.005,0.0,0.0,0.0,83.17,0.15,-0.15,0.0,2.33,0.34,-0.34,0.0,Mass,1.43,0.03,-0.03,0.0,0.99,0.15,-0.15,0.0,0,0,0,0,18h42m44.94s,280.687263,+05d56m15.7s,5.937688,560.0,30.0,-30.0,0,666.35,24.68,-24.68,0.0,12.939,0.019,0.0,V (Johnson),12.841,,0.0,6440.0,120.0,-120.0,0.0,1.27,0.05,-0.05,0.0,1.37,0.03,-0.03,0.0,2014-05-14,CoRoT
